,Course id,English title,Danish title,Point( ECTS ),Course type,Location,Recommended prerequisites,Responsible,Department,Link
132,02450,Introduction to Machine Learning and Data Mining,Introduktion til machine learning og data mining,5,"BSc_MSc_Offered as a single course_Bachelor in Artificiel Intelligence and Data_General competence course, MSc. Eng., Civil Engineering_General competence course, MSc. Eng., Wind Energy_General competence course, MSc. Eng., Architectural Engineering_General competence course, MSc. Eng., Environmental Engineering_Technology Core Courses, Cybertechnology_Technology Core Courses, Data Science and Management_Technology Core Courses, Quantitative Biology and Disease Modelling_Technological specialization course, MSc. Eng., Advanced and Applied Chemistry_Technological specialization course, MSc. Eng., Quantitative Biology and Disease Modelling_Technological specialization course, MSc. Eng., Autonomous Systems_Technological specialization course, MSc. Eng., Design and Innovation_Technological specialization course, MSc. Eng., Communication Technologies and System Design_Technological specialization course, MSc. Eng., Environmental Engineering_Technological specialization course, MSc. Eng., Petroleum Engineering_Technological Specialization Course, MSc. Eng., Bioinformatics and System Biologi",Campus Lyngby,"01005,02402,02403,02525,02631,02632,02633,02692, .­(,/,).­(,/,/,/,/,) , Basic course in linear algebra   and calculus, basic knowledge of probability theory or   statistics, basic knowledge of either Matlab, Python or   R.",Morten Mørup,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02450
133,02455,Experiment in Cognitive Science,Eksperimenter i kognitionsvidenskab,5,"MSc_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02411,02631,02632,02633,02525, .­(,/,/,/,) , Experience with Matlab or   Python",Ivana Konvalinka,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02455
134,02456,Deep learning,Dyb læring,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Business Analytics_Technological specialization course, MSc. Eng., Business Analytics_Technological specialization course, MSc. Eng., Quantitative Biology and Disease Modelling_Technological specialization course, MSc. Eng., Autonomous Systems_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence_Technological Specialization Course, MSc. Eng., Bioinformatics and System Biologi_Technological specialization coursee, MSc. Eng., Earth and Space Physics Engineering",Campus Lyngby,"02450,01005,02405,02402,02403,02409,02631,02632,02633,02634, .­,.­(,/,/,/,).­(,/,/,/,) , Calculus (chain rule of   differentiation), basic linear algebra, basic multivariate   probability theory, statistics and machine learning (maximum   likelihood, Bayes, over- and underfitting, regularization) and   programming preferably in Python or PyTorch.",Ole Winther,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02456
135,02458,Cognitive Modelling,Kognitiv modellering,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02450,02454,02464, .(,/,) , Probability theory, fundamental   machine learning and basic   programming.",Tobias Andersen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02458
136,02461,Introduction to Intelligent Systems,Introduktion til intelligente systemer,10,BSc_Bachelor in Artificiel Intelligence and Data,Campus Lyngby,,Mikkel Nørgaard Schmidt,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02461
137,02462,Signals and data,Signaler og data,5,BSc_Bachelor in Artificiel Intelligence and Data,Campus Lyngby,,Hiba Nassar,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02462
138,02463,Active machine learning and agency.,Aktiv machine learning og agency,5,BSc_Bachelor in Artificiel Intelligence and Data,Campus Lyngby,"02450,02403, ., , Introduction to Machine Learning andData Mining. Introduction to mathematical statistics",Kristoffer Hougaard Madsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02463
139,02464,Artificial Intelligence and Human Cognition,Kunstig Intelligens og Menneskelig Kognition,5,BSc_Bachelor in Artificiel Intelligence and Data,Campus Lyngby,"01005,02631,02461,02462,02450, .­,.­(,.­,)/, , This course is directed to the   second semester of the Artificial Intelligence and Data   bachelors program. The prerequisites for the course are: Basic   programming. Linear algebra. Machine learning, data science and   probability theory corresponding to 02461 and 02462 or,   alternatively 02450. 01005 and 02462 can be taken in parallel   with this course.",Tobias Andersen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02464
140,02465,Introduction to reinforcement learning and control,Introduktion til reinforcement learning og kontrol,5,BSc_Bachelor in Artificiel Intelligence and Data,Campus Lyngby,"02450,02403,02631,02632,02633, .­,.­(,/,/,) , Introduction to Machine Learning   and Data Mining. Introduction to mathematical statistics (or   another course that provides a general knowledge of probability   theory). Experience with the python programming   language",Tue Herlau,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02465
141,02466,"Project work - Bachelor of Artificial Intelligence and
Data",Fagprojekt - Bachelor i Kunstig Intelligens og Data,10,BSc_Bachelor in Artificiel Intelligence and Data,Campus Lyngby,,Morten Mørup,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02466
142,02467,Computational Social Science,Social informatik,5,BSc_Bachelor in Artificiel Intelligence and Data,Campus Lyngby,,Sune Lehmann Jørgensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02467
143,02471,Machine learning for signal processing,Machine learning til signalbehandling,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Communication Technologies and System Design_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Engineering Acoustics_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"01025,01034,01035,01037,02402,02403,02405,02323,02450,02462,22051,31606,31610,30160, (,/,/,/,).­(,/,/,/,).­(,).­(,/,/,/,/,) , Linear algebra, Fourier series,   basic probability theory, basic knowledge of machine learning,   basic knowledge of linear systems and signals, and knowledge of   either Matlab or Python",Tommy Sonne Alstrøm,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02471
144,02476,Machine Learning Operations,Machine Learning Operations,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Autonomous Systems_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02456,  , General understanding of machinelearning (datasets, probability, classifiers, overfitting etc.) andbasic knowledge about deep learning (backpropagation, convolutionalneural networks, auto-encoders etc.) Coding inPytorch",Søren Hauberg,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02476
145,02477,Bayesian machine learning,Bayesiansk machine learning,5,"MSc_Technological Specialization Course, MSc. Eng., Bioinformatics and System Biologi_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02405,02450,02631,02632,02633, .­,.­(,/,/,) , Linear algebra, introductory   statistics and probability theory. Probability theory.   Introduction to machine learning, Python programming",Michael Riis Andersen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02477
146,02492,Digital Learning Technology and Entrepreneurship,Digital Learning Technology and Entrepreneurship,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02402,02403, /, , or equivalent course in   introductory statistics",Md Saifuddin Khalid,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02492
147,02502,Image analysis,Billedanalyse,5,"BSc_MSc_Offered as a single course_Technology Core Courses, Mathematics and Technology",Campus Lyngby,"01005,01006,01015,01016,02101,02102,02402,02403,02405,02631,02632,02633,02692, (,/,/,/,).­(,/,).­(,/,/,).­(,/,/,/,) , Basic knowledge of probability   theory or statistics. Basic course in linear algebra. Basic   programming experience in for example Matlab, Python, C, C#, C++   or Java.",Rasmus Reinhold Paulsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02502
148,02504,Computer Vision,Computer Vision,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Human-Centered Artificial Intelligence_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02502,  , Image analysis or similarintroductory course that covers introduction to images andoperations on images. This includes, among others, the pinholecamera model, morphological operations, filtering, geometrictransformations, image registration, classification, andsegmentation.",Morten Rieger Hannemose,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02504
149,02506,Advanced Image Analysis,Videregående billedanalyse,5,"MSc_Offered as a single course_Technological specialization coursee, MSc. Eng., Earth and Space Physics Engineering_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02502,02512, /0251/,. , Introductory course in image   analysis, e.g. 02502, 02511 or 02512.",Anders Bjorholm Dahl,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02506
150,02507,"Project work within Image Analysis and Computer
Graphics",Projektarbejde inden for billedanalyse og computergrafik,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02502,  , Knowledge of introductory imageanalysis or computer graphics.",Dimitrios Papadopoulos,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02507
151,02509,"High-Performance Computing for Analysis of Experimental 3D
Imaging Data",High-performance computing for analyse af eksperimentel 3Dimaging data,10,MSc,Campus Lyngby,"02450,02502, /, , It is an advantage with   experience in machine learning and image analysis, but the   course can be followed without these prerequisites. Still you   should expect that an extra effort is needed without these   prerequisites.",Anders Bjorholm Dahl,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02509
152,02510,Deep Learning for Experimental 3D Image Analysis,Deep learning for eksperimentel 3D billedanalyse,5,MSc,Campus Lyngby,"02450,02502, /, , It is an advantage with   experience in machine learning and image analysis, but the   course can be followed without these prerequisites. Still, you   should expect that an extra effort is needed without these   prerequisites.",Anders Bjorholm Dahl,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02510
153,02514,Deep Learning in Computer Vision,Deep Learning i Computer Vision,5,"MSc_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02502,02450,02456,02506, .,.,., , 02502, 02450, and either 02456 or   02506",Aasa Feragen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02514
154,02525,Introduction to Mathematics and Technology,Introduktion til Matematik og Teknologi,10,"BSc_Projects and General Subjects, Mathematics and Technology",Campus Lyngby,,Aasa Feragen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02525
155,02526,Mathematical Modeling,Matematisk modellering,5,"BSc_Offered as a single course_Technology Core Courses, General Engineering_Technology Core Courses, Mathematics and Technology",Campus Lyngby,"01025,01035,02601,02403,02402,02525,02631,10018,10022, (,/,).­,.­(,/,).­(,/,).­(,/,) , Knowledge of mathematical   analysis, linear algebra and numerical analysis. Fundamental   physics including mechanics. Knowledge of statistics and Matlab   or Python programming. It will be an advantage to have knowledge   of image analysis.",Anders Nymark Christensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02526
156,02561,Computer Graphics,Computer grafik,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Human-Centered Artificial Intelligence_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"01005,01006,02101,02102,02393,02631,02632,02633,02635, /,.­,/,/,/,/,/,/, , Programming experience (for   instance in Python, Java, C/C++, JavaScript, or   Matlab)",Jeppe Eliot Revall Frisvad,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02561
157,02562,Rendering - Introduction,Rendering - introduktion,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"01005,01006,02101,02102,02393,02635, /,.­,/,/,/, , Programming experience (C++ is   used in the course, other experience can be used as a starting   point)",Jeppe Eliot Revall Frisvad,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02562
158,02563,Generative Methods for Computer Graphics,Generative metoder til computergrafik,5,"MSc_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02561,  , Qualifications that correspond to atleast one course in computer graphics and programmingexperience.",Jakob Andreas Bærentzen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02563
159,02566,Creating Digital Visual Experiences,Modellering af digitale visuelle oplevelser,10,"MSc_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02561,02504, ., , Introductory courses in computer   graphics and computer vision",Siavash Arjomand Bigdeli,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02566
160,02580,Geometric Data Analysis and Processing,Analyse og beregninger på geometriske data,5,"BSc_MSc_Offered as a single course_Technology Core Courses, General Engineering_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"01005,01006,02631,02632,02633, (,/,).­(,/,/,) , Knowledge of a programming   language such as Python and a good understanding of basic   calculus and linear algebra including eigenvalue problems.   Knowledge of Fourier series (introduced in Advanced Engineering   Math 2) is an advantage.",Jakob Andreas Bærentzen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02580
161,02582,Computational Data Analysis,Computerintensiv dataanalyse,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mathematical Modelling and Computing_General competence course, MSc. Eng., Human-Centered Artificial Intelligence_Technological specialization course, MSc. Eng., Business Analytics_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence_Technological Specialization Course, MSc. Eng., Bioinformatics and System Biologi",Campus Lyngby,"02409,02450,27411, /,/, , It suffices with one of the above   mentioned courses. Alternatively a similar course in advanced   statistics or data analysis. Knowledge of Matlab, R or Python is   an advantage.",Line Katrine Harder Clemmensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02582
162,02586,Statistical Genetics,Statistisk Genetik,5,"MSc_Technological Specialization Course, MSc. Eng., Bioinformatics and System Biologi",Campus Lyngby,"01005,02402,02403, .(,/,) , The course requires maturity for   what regards statistical applications. It is an advantage to   have followed 02405 Probability.",Anders Stockmarr,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02586
163,02601,Introduction to Numerical Algorithms,Introduktion til numeriske algoritmer,5,"BSc_Offered as a single course_Basic Natural Science Courses, Civil Engineering_Basic Natural Science Courses, Architectural Engineering_Technology Core Courses, General Engineering_Technology Core Courses, Quantitative Biology and Disease Modelling_Technology Core Courses, Mathematics and Technology",Campus Lyngby,"02631,02632,02633,02525,01005,01006,01015,01016, (,/,/,/,).­(,/,/,/,) , Taylor's formula, roots of   polynomials, ordinary differential equations and linear algebra.   These subjects are covered by 01005/01006 Mathematics 1 whos   second semester has to be taken at least at the same semester.   Elementary programming in Python or   Matlab.",Yiqiu Dong,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02601
164,02610,Optimization and Data Fitting,Optimering og datafitting,5,"BSc_MSc_Offered as a single course_Technology Core Courses, Mathematics and Technology_Technological specialization course, MSc. Eng., Autonomous Systems_Technological specialization course, MSc. Eng., Environmental Engineering_Technological specialization coursee, MSc. Eng., Earth and Space Physics Engineering",Campus Lyngby,"02601,02402,02631,02632,02633, .­,.­(,/,/,) , Introductory numerical   algorithms, introductory statistics, and experience with   programming in Matlab (or Python).",Yiqiu Dong,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02610
165,02612,Constrained Optimization,Optimering med bibetingelser,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02610,02631,02633,02601, .­(,/,).­, , An introductory optimization   course, experience with Matlab programming, and an introduction   to numerical algorithms,",John Bagterp Jørgensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02612
166,02614,High-Performance Computing,High-Performance Computing,5,"MSc_General competence course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Autonomous Systems_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02635,  , Experience with programming in C/C++and numerical computations. Knowlegde of the Linux/Unix commandline, and programming of shell-scripts.",Bernd Dammann,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02614
167,02616,Large-scale Modelling,Storskala modellering,5,"MSc_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02635,02614,02685, .,., , Experience with parallel   programming in OpenMP (C/C++ or Fortran) and numerical   computations. A student should be proficient in C (especially   pointers and structs), or Fortran (good practice with modules   and types). Knowlegde of the Linux/Unix command line, and   programming of shell-scripts is an   advantage.",Bernd Dammann,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02616
168,02619,Model Predictive Control,Model prædiktiv regulering,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02612,  , A course in constrainedoptimization",John Bagterp Jørgensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02619
169,02623,"The Finite Element Method for Partial Differential
Equations",Finite Element Metoden for partielledifferentialligninger,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02631,02632,02633,02601,02603, (,/,/,).­(,/,) , Basic course in programming with   Matlab. Basic course in numerical   algorithms.",Allan Peter Engsig-Karup,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02623
170,02624,Inverse problems and Imaging,Inverse Problemer og Billeddannelse,5,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing",Campus Lyngby,"02631,02632,02633,02692,02601,01246,01418,02610,01715, (,/,/,/,).­,.­(,/,).­,.­, , Experience with Matlab   programming (e.g, 02631/33), numerical computations (e.g.,   02601) and partial differential equations (e.g., 01246/01418)   Experience with optimization theory and algorithms (e.g., 02610)   and functional analysis (e.g., 01715)",Kim Knudsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02624
171,02631,Introduction to programming and data processing,Introduktion til programmering og databehandling,5,"BSc_Bachelor in Artificiel Intelligence and Data_Basic Natural Science Courses_Basic Natural Science Courses, Design & Innovation_Projects and General Subjects, Biotechnology_Projects and General Subjects, Civil Engineering_Projects and General Subjects, Architectural Engineering_Projects and General Subjects, Data Science and Management_Projects and General Subjects, Physics and Nanotechnology_Projects and General Subjects, Environmental Engineering_Projects and General Subjects, Mechanical Engineering_Projects and General Subjects, Human Life Science Engineering_Projects and General Subjects, General Engineering_Projects and General Subjects, Chemistry and Technology_Projects and General Subjects, Quantitative Biology and Disease Modelling_Projects and General Subjects, Life Science and Technology",Campus Lyngby,,Finn Årup Nielsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02631
172,02632,Introduction to programming and data processing,Introduktion til programmering og databehandling,5,"BSc_Basic Natural Science Courses_Basic Natural Science Courses, Design & Innovation_Projects and General Subjects, Biotechnology_Projects and General Subjects, Civil Engineering_Projects and General Subjects, Architectural Engineering_Projects and General Subjects, Data Science and Management_Projects and General Subjects, Physics and Nanotechnology_Projects and General Subjects, Environmental Engineering_Projects and General Subjects, Mechanical Engineering_Projects and General Subjects, Human Life Science Engineering_Projects and General Subjects, Chemistry and Technology_Projects and General Subjects, Quantitative Biology and Disease Modelling_Projects and General Subjects, Life Science and Technology",Campus Lyngby,,Finn Årup Nielsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02632
173,02633,Introduction to programming and data processing,Introduktion til programmering og databehandling,5,"BSc_Basic Natural Science Courses, Design & Innovation_Projects and General Subjects, Biotechnology_Projects and General Subjects, Civil Engineering_Projects and General Subjects, Architectural Engineering_Projects and General Subjects, Data Science and Management_Projects and General Subjects, Physics and Nanotechnology_Projects and General Subjects, Environmental Engineering_Projects and General Subjects, Mechanical Engineering_Projects and General Subjects, Human Life Science Engineering_Projects and General Subjects, Chemistry and Technology_Projects and General Subjects, Quantitative Biology and Disease Modelling_Projects and General Subjects, Life Science and Technology",Campus Lyngby,,Finn Årup Nielsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02633
174,02634,"Programming and data processing (second programming
language)",Programmering og databehandling (andetprogrammeringssprog),"2,5",BSc,Campus Lyngby,"02525,02631,02632,02633,02692, /,/,/,/, , Knowledge of programming in one   of the languages Matlab or Python.",Finn Årup Nielsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02634
175,02635,Mathematical software programming,Programmering af matematisk software,5,"BSc_MSc_Offered as a single course_Projects and General Subjects, Mathematics and Technology_Technological specialization course, MSc. Eng., Petroleum Engineering",Campus Lyngby,"02525,02631,02633,02601, /,/,., , or similar courses that provide   knowledge of numerical methods and basic concepts in computer   science such as loops, variable types, and simple mathematical   operations.",Martin Skovgaard Andersen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02635
176,02686,Scientific computing for differential equations,Scientific computing for differentialligninger,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Petroleum Engineering",Campus Lyngby,"02601,02631,02632,02633,02692, .­(,/,/,/,) , Basic course in numerical   algorithms, eg 02601. Basic knowledge in programming, eg 02631.   02687 can be followed in the same semester as 02686. Both   courses can be taken independently.",John Bagterp Jørgensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02686
177,02687,"Scientific Computing for ordinary and partial differential
equations",Scientific Computing for ordinary and partial differentialequations,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Civil Engineering_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Petroleum Engineering",Campus Lyngby,", 02687 can be followed in the same semester as 02686. Bothcourses can be taken independently and in anyorder.",Allan Peter Engsig-Karup,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02687
178,02689,"Advanced Numerical Methods for Differential
Equations",Videregående numeriske metoder til løsning afdifferentialligninger,5,MSc_Offered as a single course,Campus Lyngby,"02686,02687,  /, , A course in numerical methods forsolving differential equations or similar scientific computingcourse for differential equations",Allan Peter Engsig-Karup,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02689
179,02805,Social graphs and interactions,Sociale grafer og interaktioner,10,"MSc_Offered as a single course_General competence course, MSc. Eng., Human-Centered Artificial Intelligence_Technological specialization course, MSc. Eng., Business Analytics_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02101,  , The course involves work with highlevel programming languages (e.g. Python), so practical programmingexperience is recommended (e.g. inPython/​Java/​JavaScript/​C/​C++)",Sune Lehmann Jørgensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02805
180,02806,Social data analysis and visualization,Social data analyse og visualisering,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Business Analytics_General competence course, MSc. Eng., Human-Centered Artificial Intelligence_Technological specialization course, MSc. Eng., Business Analytics_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence_Technological specialization course, MSc. Eng., Transportation and Logistics",Campus Lyngby,"02101,  , The course involves work with highlevel programming languages (e.g. Python), so practical programmingexperience is recommended (e.g. inPython/​Java/​JavaScript/​C/​C++)",Sune Lehmann Jørgensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02806
181,02807,Computational Tools for Data Science,Beregningsmæssige Værktøjer til Datavidenskab,5,"MSc_Offered as a single course_General competence course, MSc. Eng., Business Analytics_General competence course, MSc. Eng., Human-Centered Artificial Intelligence_Technological specialization course, MSc. Eng., Business Analytics_Technological specialization course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"https:/​/​docs.python.org/​3/​tutorial/​, Solid programming experience. At minimum a course inprogramming plus additional experience from another course orprogramming project. The course uses Python. The participants areexpected to at least have basic experience in Python. Tutorials areavailable on the net, e.g.,,.Only a short brush-up will be provided.",Paul Fischer,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02807
182,02808,Personal Data Interaction for Mobile and Wearables,Personal Data Interaction for Mobile and Wearables,10,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Design and Innovation_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02266,02809, ., , Programming (JavaScript used for   creating interactive data visualizations. It is an advantage to   also know e.g. Python or Java)",Jakob Eg Larsen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02808
183,02809,UX Design Prototyping,UX Design Prototypeudviking,5,"MSc_Offered as a single course_Bachelor in Artificiel Intelligence and Data_General competence course, MSc. Eng., Mathematical Modelling and Computing_Technological specialization course, MSc. Eng., Design and Innovation",Campus Lyngby,"02160,02161,02267, /,/, , Knowledge of agile software   development, e.g. in the form of the methods taught in 02160 or   through working experience, is an advantage (but not a   prerequisite)",Per Bækgaard,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02809
184,02830,Advanced Project in Digital Media Engineering,Avanceret projekt i digitale medieteknologier,10,"MSc_Offered as a single course_Technological specialization course, MSc. Eng., Design and Innovation_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02238,02266,02285,02456,02458,02506,02513,02515,02562,02564,02565,02808,02823,02826, /,/,/,/,/,/,/,/,/,/,/,/,/, , One or more courses in topics   pertaining to digital media technology. E.g. computer graphics,   digital sound, mobile apps, information visualization, web or   social media.",Jakob Andreas Bærentzen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02830
185,02840,Computer Game Programming Fundamentals (DADIU),Grundlæggende computerspilprogrammering (DADIU),15,"MSc_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02823,02564, ., , Courses in prototyping of   computer games and real-time graphics",Jakob Andreas Bærentzen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02840
186,02841,Computer Game Programming in a Production (DADIU),Computerspilprogramering i en produktion (DADIU),15,"MSc_Technological specialization course, MSc. Eng., Human-Centered Artificial Intelligence",Campus Lyngby,"02840,  , This course is the second half ofthe DADIU educational element and cannot be followed independentlyfrom 02840. Also requires that the student is signed up forDADIU.",Jakob Andreas Bærentzen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02841
187,02901,Advanced Topics in Machine Learning,Avancerede emner indenfor machine learning,"2,5","Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,,Morten Mørup,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02901
188,02910,Applied computational data analysis,Applied computerintensiv dataanalyse,5,"Ph.D., Service course (professional skills)_Offered as a single course",Campus Lyngby Campus and online,", It is assumed that the participants have a basic knowledge ofstatistics or data analysis, and knowledge of Matlab, python orR.",Line Katrine Harder Clemmensen,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02910
189,02913,Advanced Analysis Techniques,Avancerede Analyseteknikker,5,"Ph.D., Professionally focussed course_Offered as a single course",Campus Lyngby,", Students should have familiarity with formal methods.",Alberto Lluch Lafuente,01 Department of Applied Mathematics and Computer Science,https://kurser.dtu.dk/course/02913
